Upper middle income,UMC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,4725000000.0
Upper middle income,UMC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,1960,28.0582307581429
Upper middle income,UMC,CO2 emissions (kg per 2005 US$ of GDP),EN.ATM.CO2E.KD.GD,1960,1.94619098687148
Upper middle income,UMC,CO2 emissions (kt),EN.ATM.CO2E.KT,1960,1323391.02406587
Upper middle income,UMC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1960,1.28825642964868
Upper middle income,UMC,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,1960,19.5625759416768
Upper middle income,UMC,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,1960,2.72174565862184
Upper middle income,UMC,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,1960,18.223942500584602
Upper middle income,UMC,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,1960,250600.665334083
Upper middle income,UMC,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,1960,20.048602673147
Upper middle income,UMC,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,1960,2.49088699878493
Upper middle income,UMC,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,1960,24.969623329283102
Upper middle income,UMC,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1960,75.58244003298341
Upper middle income,UMC,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1960,997266.880403797
Upper middle income,UMC,CO2 emissions from transport (% of total fuel combustion),EN.CO2.TRAN.ZS,1960,32.928311057108104
Upper middle income,UMC,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1960,1.57350217734234
Upper middle income,UMC,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,1960,54.994828279902805
Upper middle income,UMC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1960,21.707151998488897
Upper middle income,UMC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1960,9.91119005328597
Upper middle income,UMC,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,1960,41000000.0
Upper middle income,UMC,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1960,12.3356539421866
Upper middle income,UMC,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1960,9.96715472585902
Upper middle income,UMC,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1960,17685955123.2391
Upper middle income,UMC,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,1960,-0.7007878589270179
Upper middle income,UMC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1960,5.80451430710343
Upper middle income,UMC,"Final consumption expenditure, etc. (current US$)",NE.CON.TETC.CD,1960,105173779536.45801
Upper middle income,UMC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1960,44.1990718874239
Upper middle income,UMC,GDP at market prices (constant 2005 US$),NY.GDP.MKTP.KD,1960,679990315952.1011
Upper middle income,UMC,GDP at market prices (current US$),NY.GDP.MKTP.CD,1960,135212241759.53099
Upper middle income,UMC,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1960,661.937311568563
Upper middle income,UMC,GDP per capita (current US$),NY.GDP.PCAP.CD,1960,131.622503588371
Upper middle income,UMC,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,1960,11.317500508009601
Upper middle income,UMC,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1960,17757476891.0641
Upper middle income,UMC,GNI (current US$),NY.GNP.MKTP.CD,1960,133854818725.396
Upper middle income,UMC,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,1960,27.632656704124
Upper middle income,UMC,Gross capital formation (current US$),NE.GDI.TOTL.CD,1960,40803444786.4165
Upper middle income,UMC,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,1960,26.928947431040502
Upper middle income,UMC,Gross domestic savings (current US$),NY.GDS.TOTL.CD,1960,30038462223.0735
Upper middle income,UMC,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,1960,26.2751420645357
Upper middle income,UMC,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,1960,38247924422.3951
Upper middle income,UMC,Gross national expenditure (current US$),NE.DAB.TOTL.CD,1960,134489773694.736
Upper middle income,UMC,Household final consumption expenditure (current US$),NE.CON.PRVT.CD,1960,85267706621.8161
Upper middle income,UMC,"Household final consumption expenditure, etc. (% of GDP)",NE.CON.PETC.ZS,1960,61.75191985074329
Upper middle income,UMC,"Household final consumption expenditure, etc. (current US$)",NE.CON.PETC.CD,1960,86631464828.9033
Upper middle income,UMC,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1960,10.667942584786001
Upper middle income,UMC,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1960,18095043246.9905
Upper middle income,UMC,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,1960,37.219937222012895
Upper middle income,UMC,"Industry, value added (current US$)",NV.IND.TOTL.CD,1960,44934047831.9892
Upper middle income,UMC,International migrant stock (% of population),SM.POP.TOTL.ZS,1960,0.692813550167874
Upper middle income,UMC,"International migrant stock, total",SM.POP.TOTL,1960,6873292.0
Upper middle income,UMC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,1960,48.954699631511495
Upper middle income,UMC,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,1960,45.420827237614404
Upper middle income,UMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1960,47.13961067163711
Upper middle income,UMC,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,1960,30.0454918814372
Upper middle income,UMC,"Manufacturing, value added (current US$)",NV.IND.MANF.CD,1960,38089548276.1176
Upper middle income,UMC,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,1960,14433655180.9206
Upper middle income,UMC,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1960,7451928000.0
Upper middle income,UMC,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,1960,13.4433934412678
Upper middle income,UMC,Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,1960,0.905269079357718
Upper middle income,UMC,Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,1960,0.882992965042067
Upper middle income,UMC,Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,1960,1.64185697983126
Upper middle income,UMC,Merchandise exports to developing economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,1960,0.556231890592609
Upper middle income,UMC,Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,1960,1.1340689282021998
Upper middle income,UMC,Merchandise exports to developing economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,1960,2.43534290723152
Upper middle income,UMC,Merchandise exports to developing economies within region (% of total merchandise exports),TX.VAL.MRCH.WR.ZS,1960,2.47063578714126
Upper middle income,UMC,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,1960,1.92473679294808
Upper middle income,UMC,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,1960,81.65062786435941
Upper middle income,UMC,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,1960,16399642338.3371
Upper middle income,UMC,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,1960,9260432000.0
Upper middle income,UMC,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,1960,10.6848471000057
Upper middle income,UMC,Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,1960,0.665195748967219
Upper middle income,UMC,Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,1960,0.9399561489140029
Upper middle income,UMC,Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,1960,1.3192689066773602
Upper middle income,UMC,Merchandise imports from developing economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,1960,1.1469227353540299
Upper middle income,UMC,Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,1960,0.994338061118531
Upper middle income,UMC,Merchandise imports from developing economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,1960,2.5778494998937402
Upper middle income,UMC,Merchandise imports from developing economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS,1960,2.2018843181398
Upper middle income,UMC,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,1960,2.2241942924477
Upper middle income,UMC,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,1960,84.5354190819608
Upper middle income,UMC,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,1960,18.4541577267124
Upper middle income,UMC,Mobile cellular subscriptions,IT.CEL.SETS,1960,0.0
Upper middle income,UMC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1960,0.0
Upper middle income,UMC,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,1960,336.889059330941
Upper middle income,UMC,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,1960,455.91748955606903
Upper middle income,UMC,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,1960,-20000.0
Upper middle income,UMC,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,1960,0.0
Upper middle income,UMC,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,1960,350000.0
Upper middle income,UMC,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,1960,0.0
Upper middle income,UMC,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,1960,10000.0
Upper middle income,UMC,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,1960,357300000.0
Upper middle income,UMC,"Net bilateral aid flows from DAC donors, Germany (current US$)",DC.DAC.DEUL.CD,1960,48290000.0
Upper middle income,UMC,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,1960,-640000.1
Upper middle income,UMC,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,1960,-7480000.0
Upper middle income,UMC,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,1960,0.0
Upper middle income,UMC,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC.DAC.NLDL.CD,1960,3000000.0
Upper middle income,UMC,"Net bilateral aid flows from DAC donors, Norway (current US$)",DC.DAC.NORL.CD,1960,0.0
Upper middle income,UMC,"Net bilateral aid flows from DAC donors, Portugal (current US$)",DC.DAC.PRTL.CD,1960,0.0
Upper middle income,UMC,"Net bilateral aid flows from DAC donors, Sweden (current US$)",DC.DAC.SWEL.CD,1960,0.0
Upper middle income,UMC,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,1960,0.0
Upper middle income,UMC,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,1960,808509999.9
Upper middle income,UMC,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,1960,24700000.0
Upper middle income,UMC,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,1960,383000000.0
Upper middle income,UMC,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,1960,0.583946104774563
Upper middle income,UMC,Net ODA received (% of gross capital formation),DT.ODA.ODAT.GI.ZS,1960,1.9156225757199
Upper middle income,UMC,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1960,0.760888306901855
Upper middle income,UMC,Net official development assistance and official aid received (constant 2012 US$),DT.ODA.ALLD.KD,1960,6229760000.0
Upper middle income,UMC,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1960,781640000.0
Upper middle income,UMC,Net official development assistance received (constant 2012 US$),DT.ODA.ODAT.KD,1960,6229760000.0
Upper middle income,UMC,Net official development assistance received (current US$),DT.ODA.ODAT.CD,1960,781640000.0
Upper middle income,UMC,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,1960,3.76176049219537
Upper middle income,UMC,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,1960,16.3205628085626
Upper middle income,UMC,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1960,10.6349916540915
Upper middle income,UMC,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,1960,40.4623967644076
Upper middle income,UMC,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,1960,55.7758427433971
Upper middle income,UMC,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,1960,49.111726861270704
Upper middle income,UMC,"Population, total",SP.POP.TOTL,1960,1027272982.0
Upper middle income,UMC,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,1960,0.0
Upper middle income,UMC,Rural population,SP.RUR.TOTL,1960,779602803.0
Upper middle income,UMC,Rural population (% of total population),SP.RUR.TOTL.ZS,1960,75.8905195638427
Upper middle income,UMC,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,1960,36.17368726865811
Upper middle income,UMC,"Services, etc., value added (current US$)",NV.SRV.TETC.CD,1960,53793634442.6661
Upper middle income,UMC,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,1960,41.7845035640956
Upper middle income,UMC,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,1960,32.6400644024131
Upper middle income,UMC,Trade (% of GDP),NE.TRD.GNFS.ZS,1960,20.6350973106451
Upper middle income,UMC,Urban population,SP.URB.TOTL,1960,247670179.0
Upper middle income,UMC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1960,24.109480436157302
World,WLD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1960,86.52028529291509
World,WLD,Age dependency ratio (% of working-age population),SP.POP.DPND,1960,73.58914169914341
World,WLD,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,1960,8.61080784619554
World,WLD,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,1960,64.1206186967073
World,WLD,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,1960,2.72782771637474
World,WLD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,15793000000.0
World,WLD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,1960,31.8521298865819
World,WLD,CO2 emissions (kg per 2005 US$ of GDP),EN.ATM.CO2E.KD.GD,1960,1.00972207842029
World,WLD,CO2 emissions (kt),EN.ATM.CO2E.KT,1960,9396705.835
World,WLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1960,3.0961439779552298
World,WLD,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,1960,28.4791332485971
World,WLD,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,1960,55.0242828794481
World,WLD,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,1960,5170470.0
World,WLD,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,1960,33.125281706767396
World,WLD,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,1960,3112685.279
World,WLD,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,1960,29.468585627038603
World,WLD,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,1960,2.60943087986886
World,WLD,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,1960,20.260092025731698
World,WLD,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1960,8.62355390526067
World,WLD,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1960,810329.993
World,WLD,CO2 emissions from transport (% of total fuel combustion),EN.CO2.TRAN.ZS,1960,19.1829432322974
World,WLD,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1960,2.9614903684974103
World,WLD,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,1960,3.0777318498275
World,WLD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1960,17.7511148881202
World,WLD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1960,9.40416462902924
World,WLD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,1960,3040000000.0
World,WLD,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1960,16.716146904005498
World,WLD,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1960,12.288834781689
World,WLD,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1960,158003773402.004
World,WLD,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,1960,-0.19867878355274
World,WLD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1960,4.98503516232641
World,WLD,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1960,94.13454680133341
World,WLD,GDP at market prices (constant 2005 US$),NY.GDP.MKTP.KD,1960,9306229937747.93
World,WLD,GDP at market prices (current US$),NY.GDP.MKTP.CD,1960,1366615291769.51
World,WLD,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1960,3066.3328495293895
World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,1960,450.289471660756
World,WLD,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,1960,13.6307322715572
World,WLD,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1960,194595260045.46802
World,WLD,GNI (current US$),NY.GNP.MKTP.CD,1960,1352471980183.43
World,WLD,Gross domestic income (constant 2005 US$),NY.GDY.TOTL.KD,1960,31288568200663.4
World,WLD,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,1960,23.24988749256
World,WLD,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,1960,321660709109.466
World,WLD,Gross national expenditure (current US$),NE.DAB.TOTL.CD,1960,1368292221756.7
World,WLD,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1960,12.487513565241802
World,WLD,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1960,159490644911.553
World,WLD,International migrant stock (% of population),SM.POP.TOTL.ZS,1960,2.6383284649424397
World,WLD,"International migrant stock, total",SM.POP.TOTL,1960,71877120.0
World,WLD,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,1960,54.4950450049043
World,WLD,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,1960,50.5679598470512
World,WLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1960,52.499841933755505
World,WLD,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,1960,124451177255.104
World,WLD,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1960,100750019000.0
World,WLD,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,1960,9.358904438519259
World,WLD,Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,1960,2.64046600328681
World,WLD,Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,1960,4.743459155079661
World,WLD,Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,1960,3.94113672574097
World,WLD,Merchandise exports to developing economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,1960,2.77105654937891
World,WLD,Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,1960,3.6160191691874504
World,WLD,Merchandise exports to developing economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,1960,17.7456839983325
World,WLD,Merchandise exports to developing economies within region (% of total merchandise exports),TX.VAL.MRCH.WR.ZS,1960,0.6012961645198299
World,WLD,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,1960,3.97958833139277
World,WLD,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,1960,72.2941153986284
World,WLD,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,1960,130667059775.851
World,WLD,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,1960,106532815000.0
World,WLD,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,1960,8.46077520808964
World,WLD,Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,1960,2.35488943007842
World,WLD,Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,1960,4.65777516533286
World,WLD,Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,1960,3.09074720310357
World,WLD,Merchandise imports from developing economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,1960,1.95348259594943
World,WLD,Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,1960,3.22946502446218
World,WLD,Merchandise imports from developing economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,1960,14.987926490067899
World,WLD,Merchandise imports from developing economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS,1960,0.5309058997455379
